DescriptorClass,DescriptorUI,NLMClassificationNumber,DescriptorName,DateCreated,Annotation,AllowableQualifiersList,PharmacologicalActionList,OnlineNote,HistoryNote,PublicMeSHNote
{'DescriptorClass': '1'},D000068181,,,,,,,,2016; for ALMONDS use PRUNUS 2002-2015,2016; for ALMONDS see PRUNUS 2002-2015
{'DescriptorClass': '1'},D000068196,,,,,,,,2016 (2002),"2016; ALBUMIN-BOUND PACLITAXEL was indexed under ALBUMINS and PACLITAXEL 2005-2015, and under TAXOIDS 2002-2005"
{'DescriptorClass': '1'},D000068216,WA 320,,,,,,,2016 (2010); use CHILD WELFARE 2010-2015,2016; see CHILD WELFARE 2010-2015
{'DescriptorClass': '1'},D000068217,,,,,,,,2016 (1976); use SOCIAL WORK 1976-2015,2016; see SOCIAL WORK 1976-2015
{'DescriptorClass': '1'},D000068218,,,,,,,,2016 (2002),2016; see PYGEUM 2002-2015; for PYGEUM AFRICANUM see PYGEUM 2002-2015; for AFRICAN PRUNE see PYGEUM 2002-2015
{'DescriptorClass': '1'},D000068219,,,,,,,,2016; use PRUNUS 2002-2015; for APRICOT use PRUNUS 2002-2015 and ROSALES 1998-2001,2016; see PRUNUS 2002-2015; for APRICOT see PRUNUS 2002-2015 and ROSALES 1998-2001
{'DescriptorClass': '1'},D000068220,,,,,,,,2016; for PRUNUS SEROTINA use PRUNUS 2002-2015,2016; for PRUNUS SEROTINA see PRUNUS 2002-2015
{'DescriptorClass': '1'},D000068236,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000068237,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000068238,,,,,,,,2016 (2005),2016; LUBIPROSTONE was indexed under ALPROSTADIL 2005-2015
{'DescriptorClass': '1'},D000068239,,,,,,,,2016; use PRUNUS 2002-2015; for PEACH use PRUNUS 2002-2015,2016; see PRUNUS 2002-2015; for PEACH see PRUNUS 2002-2015
{'DescriptorClass': '1'},D000068240,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000068241,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000068242,,,,,,,,2016; for PRUNUS CERASIFERA use PRUNUS 2002-2015; for PLUM use PRUNUS 2002-2015,2016; for PRUNUS CERASIFERA see PRUNUS 2002-2015; for PLUM see PRUNUS 2002-2015
{'DescriptorClass': '1'},D000068256,,,,,,,,2016 (2000),2016; DARBEPOETIN ALFA was indexed under ERYTHROPOIETIN 2000-2015
{'DescriptorClass': '1'},D000068257,,,,,,,,2016 (2007),"2016; Efavirenz, Emtricitabine, Tenofovir Disoproxil Fumarate Drug Combination was indexed under ADENINE 2007-2015, under DEOXYCYTIDINE 2007-2015, under OXAZINES 2007-2015, under ORGANOPHOSPHATES 2007-2015, and under DRUG COMBINATIONS 2007-2015"
{'DescriptorClass': '1'},D000068258,,,,,,,,2016 (2002),"2016; BEVACIZUMAB was indexed under ANTIBODIES, MONOCLONAL, HUMANIZED 2012-2015, and under ANTIBODIES, MONOCLONAL 2002-2011"
{'DescriptorClass': '1'},D000068276,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000068296,,,,,,,,2019 (2014),2019; see RISEDRONATE SODIUM 2014-2018; RISEDRONATE SODIUM was indexed under ETIDRONIC ACID 2014-2015
{'DescriptorClass': '1'},D000068297,,,,,,,,2016 (2001),2016; FLUTICASONE PROPRIONATE-SALMETEROL XINAFOATE DRUG COMBINATION was indexed under ALBUTEROL 2001-2015; and under ANDROSTADIENES 2001-2015.
{'DescriptorClass': '1'},D000068298,,,,,,,,2016 (1990),2016; FLUTICASONE was indexed under ANDROSTADIENES 1990-2015
{'DescriptorClass': '1'},D000068299,,,,,,,,2016 (1989),2016; SALMETEROL XINAFOATE was indexed under ALBUTEROL 1989-2015
{'DescriptorClass': '1'},D000068316,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000068336,,,,used for searching; INDEXER: Do not use; CATALOGER: Do not use,,,,2016,2016
{'DescriptorClass': '1'},D000068337,,,,,,,,2016; for WAR use WARFARE 1973-2018,2016; for WAR see WARFARE 1973-2018
{'DescriptorClass': '1'},D000068338,,,,,,,,2016 (1997),2016; EVEROLIMUS was indexed under SIROLIMUS 1998-2015; and under POLYENES 1997-1998
{'DescriptorClass': '1'},D000068342,,,,,,,,2016 (1986),2016; ASPIRIN-DIPYRIDAMOLE DRUG COMBINATION was indexed under ASPIRIN and DIPYRIDAMOLE 1986-2015
{'DescriptorClass': '1'},D000068356,,,,,,,,"2016; for SELF REGULATION use SOCIAL CONTROL, INFORMAL 1997-2015","2016; for SELF REGULATION see SOCIAL CONTROL, INFORMAL 1997-2015"
{'DescriptorClass': '1'},D000068357,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000068376,WA 495,,,,,,,2016,2016
{'DescriptorClass': '1'},D000068377,,,,,,,,2016; for GLOBULARIA and STEMODIA use SCROPHULARIACEAE 2003-2015,2016; for GLOBULARIA and STEMODIA see SCROPHULARIACEAE 2003-2015
{'DescriptorClass': '1'},D000068378,,,,,,,,2016; for PROBOSCIDEA PLANT use PEDALIACEAE 2003-2015,2016; for PROBOSCIDEA PLANT see PEDALIACEAE 2003-2015
{'DescriptorClass': '2'},D000068397,,,,"This heading is used as a Publication Type for original report  of  the conduct or results of a specific clinical study. A different heading CLINICAL STUDIES AS TOPIC is used for general design, methodology, economics, etc. of clinical studies. Prefer the specifics: CLINICAL TRIAL or OBSERVATIONAL STUDY.",,,,2016,
{'DescriptorClass': '1'},D000068436,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000068437,,,,,,,,2016 (1994),"2016; PEMETREXED was indexed under GLUTAMATES 1994-2015, and under GUANINE 1994-2015"
{'DescriptorClass': '1'},D000068438,,,,,,,,2016 (1978),"2016; BRIMONIDINE TARTRATE was indexed under QUINOXALINES 1980-2015, and under IMIDAZOLES 1978-1980"
{'DescriptorClass': '1'},D000068456,,,,"for general design, methodology, economics, etc. of clinical studies; a different heading CLINICAL STUDY is used for reports of a specific clinical study",,,,2016,2016 (1963)
{'DescriptorClass': '4'},D000068476,,,,,,,,2016,
{'DescriptorClass': '1'},D000068516,,,,Cataloger: Use NAF entry,,,,2016,2016
{'DescriptorClass': '1'},D000068536,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000068538,,,,,,,,2016 (1998),2016; DUTASTERIDE was indexed under AZASTEROIDS 1998-2015.
{'DescriptorClass': '1'},D000068543,,,,,,,,2016; for CALCEOLARIA use SCROPHULARIACEAE 2004-2015,2016; for CALCEOLARIA see SCROPHULARIACEAE 2004-2015
{'DescriptorClass': '1'},D000068556,,,,,,,,2016 (1994),2016; INTERFERON BETA 1A was indexed under INTERFERON-BETA 1994-2015
{'DescriptorClass': '1'},D000068557,,,,,,,,2016 (1996),"2016; OLMESARTAN MEDOXOMIL was  indexed under IMIDAZOLES 1996-2015, and under TETRAZOLES 1996-2015"
{'DescriptorClass': '1'},D000068558,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000068576,,,,,,,,2016 (1985),"2016; INTERFERON BETA-1B was previously indexed under INTERFERON BETA, 1991-2015; RECOMBINANT PROTEINS, 1988-1991; and under INTERFERON TYPE I, 1985-1988"
{'DescriptorClass': '1'},D000068577,,,,,,,,2016 (1987),"2016; NEBIVOLOL was indexed under BENZOPYRANS, 1987-2015; and under ETHANOLAMINES 1987-2015"
{'DescriptorClass': '1'},D000068579,,,,,,,,2016 (1997),"2016; CELECOXIB was indexed under PYRAZOLES 1997-2015, and under SULFONAMIDES 1997-2015"
{'DescriptorClass': '1'},D000068580,,,,,,,,2016 (2005),"2016; VARENICLINE was indexed under BENZAZEPINES, 2005-2015 and under QUINOXALINES, 2005-2015"
{'DescriptorClass': '1'},D000068581,,,,,,,,2016 (2001),2016; TADALAFIL was indexed under CARBOLINES 2001-2015; and under PHOSPHODIESTERASE INHIBITORS 2001-2003
{'DescriptorClass': '1'},D000068582,,,,,,,,2016 (2003),"2016; CERTILIZUMAB PEGOL was indexed under IMMUNOGLOBULIN FAB FRAGMENTS 2003-2015, POLYETHYLENE GLYCOLS 2003-2015, and under ANTIBODIES, MONOCLONAL, HUMANIZED 2003-2015"
{'DescriptorClass': '1'},D000068597,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000068598,,,,,,,,2016; for DATA QUALITY use RESEARCH DESIGN 1995-2015,2016; for DATA QUALITY see RESEARCH DESIGN 1995-2015
{'DescriptorClass': '1'},D000068599,,,,,,,,2016 (2011),"2016; BRIMONIDINE TARTRATE-TIMOLOL MALEATE DRUG COMBINATION was indexed under QUINOXALINES 2011-2015, under TIMOLOL 2011-2015, and under DRUG COMBINATIONS 2011-2015"
{'DescriptorClass': '1'},D000068600,,,,,,,,2016 (1999),"2016; ALBUTEROL-IPRATROPIUM was indexed under ALBUTEROL 1999-2015, and under IPRATROPIUM 1999-2015"
{'DescriptorClass': '1'},D000068601,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000068616,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000068617,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000068618,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000068636,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000068656,,,,,,,,2016 (1987),2016; MOMETASONE FUROATE was indexed under PREGNADIENEDIOLS 1987-2015
{'DescriptorClass': '1'},D000068676,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000068677,,,,,,,,2016 (1997),2016; SILDENAFIL CITRATE was indexed under PIPERAZINES; PURINES; and under SULFONAMIDES 1997-2015
{'DescriptorClass': '1'},D000068678,,,,,,,,2016 (2012),"2016; EMTRICITABINE, RILPIVIRINE, TENOFOVIR DRUG COMBINATION was indexed under NITRILES; PYRIMIDINES; ORGANOPHOSPHONATES; ADENINE; and DEOXYCYTIDINE 2012-2015"
{'DescriptorClass': '1'},D000068679,,,,,,,,2016 (1999),2016; EMTRICITABINE was indexed under DEOXYCYTIDINE 1999-2015
{'DescriptorClass': '1'},D000068696,,,,,,,,2016 (2005),"2016; RILPIVIRINE was indexed under NITRILES 2005-2015, and under PYRIMIDINES 2005-2015"
{'DescriptorClass': '1'},D000068698,,,,,,,,2016 (2001),"2016; TENOFOVIR DIDOPROXIL was indexed under ORGANOPHOSPHONATES 2004-2015, ADENINE 2004-2015, and under ORGANOPHOSPHOROUS COMPOUNDS 2001-2004"
{'DescriptorClass': '1'},D000068717,,,,,,,,2016 (1994),2016; GLATIRAMER ACETATE was indexed under PEPTIDES 1994-2015
{'DescriptorClass': '1'},D000068718,,,,,,,,2016 (2001),2016; ROSUVASTATIN CALCIUM was indexed under FLUOROBENZENES; PYRIMIDINES; and SULFONAMIDES 2001-2015
{'DescriptorClass': '1'},D000068736,,,,,,,,2016 (1989),2016; DULOXETINE was indexed under THIOPHENES 1989-2015
{'DescriptorClass': '1'},D000068737,,,,,,,,2016 (1996),"2016; TOLTERODINE TARTRATE was indexed under BENZHYDRYL COMPOUNDS, CRESOLS, and PHENYLPROPANOLAMINE 1996-2015"
{'DescriptorClass': '1'},D000068756,,,,,,,,2016 (1993),2016; VALSARTAN was indexed under TETRAZOLES and VALINE 1993-2015
{'DescriptorClass': '1'},D000068757,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000068758,,,,,,,,2016 (2011),"2016; MOMETASONE FUROATE, FORMOTEROL FUMARATE DRUG COMBINATION was indexed under ETHANOLAMINES and PREGNADIENEDIOLS 2011-2015"
{'DescriptorClass': '1'},D000068759,,,,,,,,2016 (1976),2016; FORMOTEROL FUMARATE was indexed under ETHANOLAMINES 1976-2015
{'DescriptorClass': '1'},D000068760,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000068776,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000068796,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000068797,,,,,,,,2016,"2016; OREXINS was indexed under NEUROPEPTIDES & INTRACELLULAR SIGNALING PEPTIDES AND PROTEINS 2005-2015, and under CARRIER PROTEINS 1998-2004"
{'DescriptorClass': '1'},D000068798,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000068799,,,,,,,,2016 (2000),2016; PRASUGREL HYDROCHLORIDE was indexed under PIPERAZINES and THIOPHENES 2000-2015
{'DescriptorClass': '1'},D000068800,,,,,,,,2016 (1997),"2016; ETANERCEPT was indexed under IMMUNOGLOBULIN G and RECEPTORS, TUMOR NECROSIS FACTOR 1997-2015"
{'DescriptorClass': '1'},D000068801,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000068816,,,,,,,,2016 (1990),2016; ADAPALENE was indexed under NAPHTHALENES 1990-2015
{'DescriptorClass': '1'},D000068817,,,,,,,,2016 (2011),2016; EPOETIN ALFA was indexed under ERYTHROPOIETIN 2011-2015
{'DescriptorClass': '1'},D000068818,,,,,,,,2016 (2000),"2016; CETUXIMAB was indexed under ANTIBODIES, MONOCLONAL 2000-2013; and under ANTIBODIES, MONOCLONAL, HUMANIZED 2013-2015"
{'DescriptorClass': '1'},D000068819,,,,,,,,2016; for HYSSOP use LAMIACEAE 2003-2015,2016; for HYSSOP see LAMIACEAE 2003-2015
{'DescriptorClass': '1'},D000068836,,,,,,,,2016 (1992),2016; RIVASTIGMINE was indexed under PHENYLCARBAMATES 2004-2015; and under CARBAMATES 1992-2004
{'DescriptorClass': '1'},D000068837,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000068838,,,,,,,,2016 (2008),"2016; AMLODIPINE, VALSARTAN DRUG COMBINATION was indexed under DRUG COMBINATIONS, TETRAZOLES, and AMLODIPINE 2008-2015"
{'DescriptorClass': '1'},D000068856,,,,,,,,2016; see SYZYGIUM 2005-2015; see CLOVE 2002-2004,2016; see CLOVE 2002-2004
{'DescriptorClass': '1'},D000068857,,,,,,,,2016 (2006),"2016; HUMAN PAPILLOMAVIRUS RECOMBINANT VACCINE QUADRIVALENT (TYPES 6, 11, 16, 18) was indexed under PAPILLOMAVIRUS VACCINES 2006-2015"
{'DescriptorClass': '1'},D000068858,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000068876,,,,,,,,2016 (1996),2016; FINGOLIMOD HYDROCHLORIDE was indexed under PROPYLENE GLYCOLS and SPHINGOSINE 1996-2015
{'DescriptorClass': '1'},D000068877,,,,,,,,2016 (1996),"2016; IMATINIB MESYLATE was indexed under BENZAMIDES, PIPERAZINES, and PYRIMIDINES 1996-2015"
{'DescriptorClass': '1'},D000068878,,,,,,,,2016 (1998),"2016; TRASTUZUMAB was indexed under ANTIBODIES, MONOCLONAL, HUMANIZED 1998-2015"
{'DescriptorClass': '1'},D000068879,,,,,,,,2016 (2002),"2016; ADALIMUMAB was indexed under ANTIBODIES, MONOCLONAL, HUMANIZED 2002-2015"
{'DescriptorClass': '1'},D000068880,,,,,,,,2016 (2011),"2016; ISOPHANE INSULIN, HUMAN was indexed under INSULIN, ISOPHANE and INSULIN, REGULAR, HUMAN 2011-2015"
{'DescriptorClass': '1'},D000068881,SF 997.5.E95,,,"use only when specified by author; coordinate with ANIMALS, WILD or ANIMALS, ZOO as needed",,,,2016,2016
{'DescriptorClass': '1'},D000068882,,,,,,,,2016 (1993),"2016; PALIPERIDONE was indexed under PYRIMIDINES and ISOXAZOLES, 1993-2015; PALIPERIDONE PALMITATE was indexed under ISOXAZOLES and PALMITATE 2010-2015."
{'DescriptorClass': '1'},D000068884,QW 568,,,,,,,2016,2016
{'DescriptorClass': '1'},D000068896,,,,,,,,2016 (2014),2016; CANAGLIFLOZIN was indexed under GLUCOSIDES and THIOPHENES 2014-2015
{'DescriptorClass': '1'},D000068897,,,,,,,,2016; for OPALESCENCE (NM) use CARBAMIDE PEROXIDE (NM) 1969-2015,2016; OPALESCENCE was indexed under PEROXIDES 1969-2015
{'DescriptorClass': '1'},D000068898,,,,,,,,2016 (2006),2016; RALTEGRAVIR POTASSIUM was indexed under PYRROLIDINONES 2008-2015; and under ORGANIC CHEMICALS 2006-2008
{'DescriptorClass': '1'},D000068899,,,,,,,,2016 (2008),"2016; SITAGLIPTIN PHOSPHATE, METFORMIN HYDROCHLORIDE DRUG COMBINATION was indexed under METFORMIN and PYRAZINES 2008-2015"
{'DescriptorClass': '1'},D000068900,,,,,,,,2016 (2005),2016; SITAGLIPTIN PHOSPHATE was indexed under PYRAZINES and TRIAZOLES 2005-2015
{'DescriptorClass': '1'},D000068916,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000068936,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000068937,QV 60,,,,,,,2016,2016
{'DescriptorClass': '1'},D000068956,,,,,,,,2016; use GAME THEORY 1985-2015,2016; see GAME THEORY 1985-2015
{'DescriptorClass': '1'},D000068957,,,,,,,,,2016
{'DescriptorClass': '1'},D000068958,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000068959,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000068977,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000068997,,,,,,,,2016; use CELL PHONES 2015,2016; see CELL PHONES 2015
{'DescriptorClass': '1'},D000068998,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069,,,,,,,,1963,
{'DescriptorClass': '1'},D000069036,,,,,,,,2016 (1997),"2016; INSULIN GLARGINE was indexed under INSULIN, LONG ACTING 2011-2015; and under INSULIN 1997-2011"
{'DescriptorClass': '1'},D000069056,,,,,,,,2016 (2008),2016; LURASIDONE HYDROCHLORIDE was indexed under ISOINDOLES and THIAZOLES 2008-2015
{'DescriptorClass': '1'},D000069057,,,,,,,,2016 (1997),"2016; INSULIN DETEMIR was indexed under INSULIN, LONG-ACTING 2011-2015; under INSULIN 1997-2011; and under CARRIER PROTEINS 1997-2004"
{'DescriptorClass': '1'},D000069058,,,,,,,,2016 (2001),2016; VARDENAFIL DIHYDROCHLORIDE was indexed under IMIDAZOLES and PIPERAZINES 2001-2015
{'DescriptorClass': '1'},D000069059,,,,,,,,2019 (1990),2019; see ATORVASTATIN CALCIUM 2016-2018; ATORVASTATIN CALCIUM was indexed under HEPTANOIC ACIDS and PYRROLES 1990-2015
{'DescriptorClass': '1'},D000069076,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069077,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069078,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069079,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069098,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069177,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069178,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069196,QW 100,,,,,,,2018; for ENTERIC BACTERIA use ENTEROBACTERIACEAE 1998-2017,2018; for ENTERIC BACTERIA see ENTEROBACTERIACEAE 1998-2017
{'DescriptorClass': '1'},D000069216,,,,,,,,2016; use DATA COLLECTION 1987-2015,2016; see DATA COLLECTION 1987-2015
{'DescriptorClass': '1'},D000069236,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069237,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069258,WF 980,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069259,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069261,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069262,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069263,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069278,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069279,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069280,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069281,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069282,,,,,,,,2016 (2010),2016; was indexed under CORNEAL ULCER 2010-2015 and DACRYOCYSTITIS 2010-2015
{'DescriptorClass': '1'},D000069283,,,,,,,,2016 (1995),"2016; RITUXIMAB was indexed under ANTIBODIES, MONOCLONAL, MURINE-DERIVED 1995-2016"
{'DescriptorClass': '1'},D000069284,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069285,,,,,,,,2016 (1997),"2016; INFLIXIMAB was indexed under ANTIBODIES, MONOCLONAL 1997-2015"
{'DescriptorClass': '1'},D000069286,,,,,,,,2016 (2000),2016; BORTEZOMIB was indexed under BORONIC ACIDS and PYRAZINES 2000-2015
{'DescriptorClass': '1'},D000069287,,,,,,,,2016 (1998),2016; CAPECITABINE was indexed under DEOXYCYTIDINE and FLUOROURACIL 1998-2015
{'DescriptorClass': '1'},D000069289,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069290,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069292,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069293,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069294,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069295,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069296,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069316,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069319,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069320,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069321,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069322,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069336,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069337,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069338,WL 21,,,"use for the discipline only (education, history, etc.) only",,,,2016,2016
{'DescriptorClass': '1'},D000069339,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069340,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069341,W 84.7,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069342,,,,,,,,2016; for HEALTH SERVICES OVERUTILIZATION use HEALTH SERVICES MISUSE 1978-2015,2016; for HEALTH SERVICES OVERUTILIZATION see HEALTH SERVICES MISUSE 1978-2015
{'DescriptorClass': '1'},D000069343,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069347,,,,,,,,2016 (1999),2016; ERLOTINIB HYDROCHLORIDE was indexed under QUINAZOLINES 1999-2015
{'DescriptorClass': '1'},D000069348,,,,,,,,2016 (1991),2016; QUETIAPINE FUMARATE was indexed under DIBENZOTHIAZEPINES 1991-2015
{'DescriptorClass': '1'},D000069349,,,,,,,,2016 (1996),2016; LINEZOLID was indexed under ACETAMIDES and OXAZOLIDINONES 2000-2015; and under OXAZOLES 1996-2000
{'DescriptorClass': '1'},D000069350,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069356,,,,,,,,,
{'DescriptorClass': '1'},D000069376,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069377,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069396,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069416,,,,,,,,2016,2016
{'DescriptorClass': '1'},D000069436,,,,general or unspecified; prefer specifics,,,,2016,2016
{'DescriptorClass': '1'},D000069437,,,,general or unspecified; prefer specifics,,,,2016 (2009); for PHARMACOLOGICAL PROCESSES use PHARMACOLOGICAL PROCESSES 2009-2015; for PHARMACOLOGICAL PHENOMENA use PHARMACOLOGICAL PHENOMENA 2009-2015.,2016; for PHARMACOLOGICAL PROCESSES see PHARMACOLOGICAL PROCESSES 2009-2015; for PHARMACOLOGICAL PHENOMENA see PHARMACOLOGICAL PHENOMENA 2009-2015.
{'DescriptorClass': '1'},D000069438,,,,,,,,2016 (1998),2016; EZETIMIBE was indexed under AZETIDINES 1998-2015
{'DescriptorClass': '1'},D000069439,,,,,,,,2016 (2004),2016; DASATINIB was indexed under PYRIMIDINES and THIAZOLES 2004-2015
{'DescriptorClass': '1'},D000069442,,,,,,,,2016 (2002),"2016; NATALIZUMAB was indexed under ANTIBODIES, MONOCLONAL, HUMANIZED 2011-2015 and under  ANTIBODIES, MONOCLONAL 2002-2011"
{'DescriptorClass': '1'},D000069443,,,,,,,,2016 (1996),2016; HEPTAVALENT PNEUMOCOCCAL CONJUGATE VACCINE was indexed under MENINGOCOCCAL VACCINES 1996-2009; under BACTERIAL VACCINES 1998-2000; under POLYSACCHARIDES BACTERIAL 1996-1997; and under BACTERIAL OUTER MEMBRANE PROTEINS 1996-1997
